timestamp,mode,case,np,run,total_ms,comm_ms,comp_ms,gflops,bytes_per_iter,status
# JOBID=4908133.hpc-head-n1.unitn.it TOTAL_RANKS=128 MODE=weak RUNS=10 L=5 PLIST=1-2-4-8-16-32-64-128 ROWS_PER_RANK=50000 NNZ_PER_ROW=16 SEED=42
20260107_105021,weak,rows50000_nnz16_seed42,1,1,0.724554,0.000095,0.724077,2.208255,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,2,1.047087,0.000095,1.046038,1.528049,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,3,0.717258,0.000000,0.716829,2.230716,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,4,0.764561,0.000000,0.764036,2.092705,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,5,0.853252,0.000048,0.852728,1.875178,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,6,0.787783,0.000048,0.787401,2.031017,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,7,1.026344,0.000095,1.024342,1.558931,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,8,0.690508,0.000000,0.689983,2.317135,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,9,0.713587,0.000048,0.713253,2.242194,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,1,10,0.774717,0.000000,0.774145,2.065269,0.00,OK
20260107_105021,weak,rows50000_nnz16_seed42,2,1,4.556227,0.556517,4.038477,0.702336,879480.80,OK
20260107_105021,weak,rows50000_nnz16_seed42,2,2,4.164648,0.413084,3.751087,0.768372,879480.80,OK
20260107_105021,weak,rows50000_nnz16_seed42,2,3,4.417753,0.734615,3.897381,0.724350,879480.80,OK
20260107_105021,weak,rows50000_nnz16_seed42,2,4,4.367447,0.561523,3.820229,0.732694,879480.80,OK
20260107_105021,weak,rows50000_nnz16_seed42,2,5,4.770660,0.933790,4.211187,0.670767,879480.80,OK
20260107_105021,weak,rows50000_nnz16_seed42,2,6,4.618692,0.631523,4.088688,0.692837,879480.80,OK
20260107_105021,weak,rows50000_nnz16_seed42,2,7,4.136324,0.426483,3.740692,0.773634,879480.80,OK
