timestamp,mode,case,np,run,total_ms,comm_ms,comp_ms,gflops,bytes_per_iter,status
20260108_091208,weak,rows50000_nnz16_seed42,4,8,7.244587,0.790215,6.552076,0.883418,1600000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,4,9,7.226944,0.515556,6.712008,0.885575,1600000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,4,10,7.396698,0.834608,6.561184,0.865251,1600000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,1,11.216307,3.754187,7.769394,1.141196,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,2,11.310816,4.270506,7.422209,1.131660,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,3,12.429571,5.138731,7.377958,1.029802,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,4,10.506773,3.982449,7.003736,1.218262,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,5,11.528969,4.145479,7.816315,1.110247,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,6,11.225128,4.453754,7.447386,1.140299,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,7,11.558485,4.462147,7.095718,1.107412,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,8,11.204004,4.167366,7.620192,1.142449,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,9,11.613798,4.496813,7.852983,1.102137,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,8,10,11.532307,4.378271,7.634926,1.109925,3200000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,1,18.272638,7.992458,11.041594,1.401002,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,2,19.503546,10.181475,9.699678,1.312582,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,3,17.097235,7.789087,10.091448,1.497318,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,4,16.403627,8.023596,9.136200,1.560630,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,5,18.608332,9.063292,10.780764,1.375728,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,6,21.559620,7.794952,14.022923,1.187405,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,7,18.557167,10.433674,9.853840,1.379521,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,8,18.426847,8.168364,10.678291,1.389277,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,9,18.302393,9.524965,10.181284,1.398724,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,16,10,17.053604,7.637882,10.024309,1.501149,6400000.00,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,1,117.980671,112.906790,14.560747,0.433969,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,2,244.527292,234.328747,10.894728,0.209384,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,3,206.718636,197.163248,10.824823,0.247680,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,4,199.452114,194.736481,11.264133,0.256703,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,5,158.062744,148.722553,12.770939,0.323922,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,6,121.764851,109.525490,12.453079,0.420483,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,7,162.460232,157.149649,13.218451,0.315154,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,8,77.928448,68.883419,11.390829,0.657013,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,9,246.684265,241.985273,9.646511,0.207553,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,32,10,166.408730,161.660147,10.830927,0.307676,10201382.40,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,1,322.551680,309.205866,15.501261,0.317469,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,2,309.521532,296.439075,15.306950,0.330833,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,3,300.169754,287.713385,14.995956,0.341140,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,4,308.562374,294.085503,16.153860,0.331862,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,5,297.757769,282.818174,14.973545,0.343904,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,6,284.988213,272.760391,16.944695,0.359313,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,7,293.367624,279.006100,16.607046,0.349050,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,8,288.028002,274.716711,17.458344,0.355521,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,9,300.181770,286.492872,16.686344,0.341127,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,64,10,309.752750,295.268393,16.448021,0.330586,11567019.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,1,579.322577,554.452848,25.676394,0.353516,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,2,665.477037,640.274334,28.200531,0.307749,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,3,630.654764,606.833458,25.004768,0.324742,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,4,634.148788,608.072567,30.691624,0.322953,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,5,655.332804,629.982138,28.878260,0.312513,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,6,773.686075,763.299894,27.977228,0.264707,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,7,593.375587,564.812183,29.560852,0.345144,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,8,652.711868,629.421568,24.381828,0.313768,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,9,631.747627,609.218359,24.103880,0.324180,12348151.20,OK
20260108_091208,weak,rows50000_nnz16_seed42,128,10,637.133503,611.234283,27.995682,0.321440,12348151.20,OK
