timestamp,mode,case,np,run,time_ms,status
# JOBID=4898621.hpc-head-n1.unitn.it MODE=weak RUNS=10 L=5 PLIST=1-2-4-8-16-32-64-128 MATRIX=mtx/poisson3Db/poisson3Db.mtx ROWS_PER_RANK=50000 NNZ_PER_ROW=16 SEED=42
20251230_162323,weak,rows=50000,nnz=16,seed=42,64,10,1053.527,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,1,1423.999,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,2,1618.523,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,3,1772.662,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,4,1394.667,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,5,1490.379,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,6,1618.478,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,7,1420.933,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,8,1554.045,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,9,1457.741,OK
20251230_162323,weak,rows=50000,nnz=16,seed=42,128,10,1890.184,OK
