timestamp,mode,case,np,run,total_ms,comm_ms,comp_ms,gflops,bytes_per_iter,status
# JOBID=4908504.hpc-head-n1.unitn.it TOTAL_RANKS=128 MODE=weak RUNS=10 L=5 PLIST=1-2-4-8-16-32-64-128 ROWS_PER_RANK=50000 NNZ_PER_ROW=16 SEED=42
20260107_113002,weak,rows50000_nnz16_seed42,1,1,0.679255,0.000000,0.679255,2.355523,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,2,0.677013,0.000000,0.677013,2.363321,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,3,0.684834,0.000000,0.684834,2.336334,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,4,0.698137,0.000000,0.698137,2.291813,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,5,0.674963,0.000000,0.674963,2.370500,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,6,0.692749,0.000000,0.692749,2.309639,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,7,0.670195,0.000000,0.670195,2.387366,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,8,0.671530,0.000000,0.671530,2.382620,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,9,0.700140,0.000000,0.700140,2.285257,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,1,10,0.668192,0.000000,0.668192,2.394522,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,1,1.088524,0.000000,1.088524,2.939761,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,2,1.033020,0.000000,1.033020,3.097713,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,3,1.016092,0.000000,1.016092,3.149320,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,4,1.318598,0.000000,1.318598,2.426820,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,5,1.046658,0.000000,1.046658,3.057351,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,6,1.101303,0.000000,1.101303,2.905649,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,7,1.047468,0.000000,1.047468,3.054985,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,8,1.071453,0.000000,1.071453,2.986598,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,9,1.066542,0.000000,1.066542,3.000352,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,2,10,1.085091,0.000000,1.085091,2.949062,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,1,2.114201,0.000000,2.114201,3.027149,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,2,2.123547,0.000000,2.123547,3.013826,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,3,1.548195,0.000000,1.548195,4.133846,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,4,2.185678,0.000000,2.185678,2.928153,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,5,2.137756,0.000000,2.137756,2.993793,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,6,2.560711,0.000000,2.560711,2.499306,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,7,2.122164,0.000000,2.122164,3.015790,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,8,1.555872,0.000000,1.555872,4.113449,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,9,2.190161,0.000000,2.190161,2.922160,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,4,10,2.150917,0.000000,2.150917,2.975475,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,1,3.294182,0.000000,3.294182,3.885639,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,2,3.358650,0.000000,3.358650,3.811055,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,3,3.054810,0.000000,3.054810,4.190114,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,4,3.064394,0.000000,3.064394,4.177009,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,5,3.061962,0.000000,3.061962,4.180326,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,6,3.100252,0.000000,3.100252,4.128696,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,7,3.090334,0.000000,3.090334,4.141947,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,8,3.353786,0.000000,3.353786,3.816582,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,9,3.101921,0.000000,3.101921,4.126475,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,8,10,3.337908,0.000000,3.337908,3.834737,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,1,5.439377,0.000000,5.439377,4.706421,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,2,5.363083,0.000000,5.363083,4.773374,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,3,4.977703,0.000000,4.977703,5.142934,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,4,5.960083,0.000000,5.960083,4.295242,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,5,5.957031,0.000000,5.957031,4.297443,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,6,5.429125,0.000000,5.429125,4.715309,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,7,5.484343,0.000000,5.484343,4.667834,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,8,5.465508,0.000000,5.465508,4.683920,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,9,5.383396,0.000000,5.383396,4.755362,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,16,10,5.485439,0.000000,5.485439,4.666901,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,1,9.504986,0.000000,9.504986,5.386647,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,2,9.225988,0.000000,9.225988,5.549541,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,3,10.721016,0.000000,10.721016,4.775667,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,4,8.947849,0.000000,8.947849,5.722045,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,5,9.995079,0.000000,9.995079,5.122521,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,6,10.712624,0.000000,10.712624,4.779408,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,7,9.992552,0.000000,9.992552,5.123816,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,8,9.449482,0.000000,9.449482,5.418286,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,9,8.990288,0.000000,8.990288,5.695035,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,32,10,11.137199,0.000000,11.137199,4.597206,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,1,37.715101,0.000000,37.715101,2.715093,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,2,25.869322,0.000000,25.869322,3.958357,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,3,26.983118,0.000000,26.983118,3.794965,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,4,30.313635,0.000000,30.313635,3.378018,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,5,23.832560,0.000000,23.832560,4.296643,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,6,31.384659,0.000000,31.384659,3.262741,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,7,24.126148,0.000000,24.126148,4.244358,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,8,25.398397,0.000000,25.398397,4.031750,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,9,21.471453,0.000000,21.471453,4.769123,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,64,10,22.362947,0.000000,22.362947,4.579003,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,1,37.219715,0.000000,37.219715,5.502460,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,2,41.739368,0.000000,41.739368,4.906639,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,3,48.875570,0.000000,48.875570,4.190232,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,4,54.073763,0.000000,54.073763,3.787419,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,5,49.635983,0.000000,49.635983,4.126039,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,6,43.475389,0.000000,43.475389,4.710711,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,7,54.795122,0.000000,54.795122,3.737559,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,8,42.425156,0.000000,42.425156,4.827325,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,9,33.108950,0.000000,33.108950,6.185639,0.00,OK
20260107_113002,weak,rows50000_nnz16_seed42,128,10,47.725630,0.000000,47.725630,4.291195,0.00,OK
