timestamp,mode,case,np,run,time_ms,status
# JOBID=4902510.hpc-head-n1.unitn.it TOTAL_RANKS=128 MODE=weak RUNS=10 L=5 PLIST=1-2-4-8-16-32-64-128 ROWS_PER_RANK=50000 NNZ_PER_ROW=16 SEED=42
20260102_101457,weak,rows50000_nnz16_seed42,1,1,3.724,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,2,3.717,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,3,3.703,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,4,3.781,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,5,3.711,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,6,3.696,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,7,3.733,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,8,3.770,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,9,3.731,OK
20260102_101457,weak,rows50000_nnz16_seed42,1,10,3.757,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,1,5.372,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,2,5.267,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,3,5.284,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,4,5.244,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,5,5.321,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,6,5.081,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,7,5.097,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,8,5.044,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,9,5.851,OK
20260102_101457,weak,rows50000_nnz16_seed42,2,10,5.655,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,1,9.889,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,2,9.540,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,3,7.509,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,4,6.861,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,5,8.771,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,6,7.493,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,7,8.727,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,8,8.832,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,9,8.690,OK
20260102_101457,weak,rows50000_nnz16_seed42,4,10,7.446,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,1,10.324,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,2,10.107,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,3,10.940,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,4,13.478,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,5,9.740,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,6,8.308,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,7,8.072,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,8,8.754,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,9,12.640,OK
20260102_101457,weak,rows50000_nnz16_seed42,8,10,10.232,OK
20260102_101457,weak,rows50000_nnz16_seed42,16,1,38.882,OK
