timestamp,mode,case,np,run,time_ms,status
# JOBID=4907647.hpc-head-n1.unitn.it TOTAL_RANKS=128 MODE=weak RUNS=10 L=5 PLIST=1-2-4-8-16-32-64-128 ROWS_PER_RANK=50000 NNZ_PER_ROW=16 SEED=42
20260107_090503,weak,rows50000_nnz16_seed42,1,1,0.821,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,2,0.783,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,3,0.765,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,4,0.766,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,5,0.799,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,6,0.768,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,7,0.792,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,8,0.829,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,9,0.800,OK
20260107_090503,weak,rows50000_nnz16_seed42,1,10,0.763,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,1,3.888,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,2,3.798,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,3,3.816,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,4,3.743,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,5,3.805,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,6,3.788,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,7,3.887,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,8,3.750,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,9,3.742,OK
20260107_090503,weak,rows50000_nnz16_seed42,2,10,3.813,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,1,4.120,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,2,6.154,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,3,4.458,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,4,4.605,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,5,4.959,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,6,4.138,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,7,4.748,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,8,4.844,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,9,4.599,OK
20260107_090503,weak,rows50000_nnz16_seed42,4,10,4.699,OK
20260107_090503,weak,rows50000_nnz16_seed42,8,1,7.860,OK
20260107_090503,weak,rows50000_nnz16_seed42,8,2,7.568,OK
20260107_090503,weak,rows50000_nnz16_seed42,8,3,7.566,OK
20260107_090503,weak,rows50000_nnz16_seed42,8,4,7.576,OK
