timestamp,mode,case,np,run,time_ms,status
# JOBID=4902587.hpc-head-n1.unitn.it TOTAL_RANKS=128 MODE=strong RUNS=10 L=200 PLIST=1-2-4-8-16-32-64-128 MATRIX=mtx/poisson3Db/poisson3Db.mtx
20260102_115905,strong,poisson3Db,1,1,12.937,OK
20260102_115905,strong,poisson3Db,1,2,12.481,OK
20260102_115905,strong,poisson3Db,1,3,12.596,OK
20260102_115905,strong,poisson3Db,1,4,12.912,OK
20260102_115905,strong,poisson3Db,1,5,12.691,OK
20260102_115905,strong,poisson3Db,1,6,12.529,OK
20260102_115905,strong,poisson3Db,1,7,12.475,OK
20260102_115905,strong,poisson3Db,1,8,12.464,OK
20260102_115905,strong,poisson3Db,1,9,13.661,OK
20260102_115905,strong,poisson3Db,1,10,13.797,OK
20260102_115905,strong,poisson3Db,2,1,6.444,OK
20260102_115905,strong,poisson3Db,2,2,7.120,OK
20260102_115905,strong,poisson3Db,2,3,6.861,OK
20260102_115905,strong,poisson3Db,2,4,6.254,OK
20260102_115905,strong,poisson3Db,2,5,6.820,OK
20260102_115905,strong,poisson3Db,2,6,6.311,OK
20260102_115905,strong,poisson3Db,2,7,6.170,OK
20260102_115905,strong,poisson3Db,2,8,6.243,OK
20260102_115905,strong,poisson3Db,2,9,6.250,OK
20260102_115905,strong,poisson3Db,2,10,6.191,OK
20260102_115905,strong,poisson3Db,4,1,3.223,OK
20260102_115905,strong,poisson3Db,4,2,3.348,OK
20260102_115905,strong,poisson3Db,4,3,3.418,OK
20260102_115905,strong,poisson3Db,4,4,3.386,OK
20260102_115905,strong,poisson3Db,4,5,3.188,OK
20260102_115905,strong,poisson3Db,4,6,3.155,OK
20260102_115905,strong,poisson3Db,4,7,3.168,OK
20260102_115905,strong,poisson3Db,4,8,3.130,OK
20260102_115905,strong,poisson3Db,4,9,3.254,OK
20260102_115905,strong,poisson3Db,4,10,3.234,OK
20260102_115905,strong,poisson3Db,8,1,2.188,OK
20260102_115905,strong,poisson3Db,8,2,2.377,OK
20260102_115905,strong,poisson3Db,8,3,2.064,OK
20260102_115905,strong,poisson3Db,8,4,1.994,OK
20260102_115905,strong,poisson3Db,8,5,2.065,OK
20260102_115905,strong,poisson3Db,8,6,2.046,OK
20260102_115905,strong,poisson3Db,8,7,1.914,OK
20260102_115905,strong,poisson3Db,8,8,1.951,OK
20260102_115905,strong,poisson3Db,8,9,2.044,OK
20260102_115905,strong,poisson3Db,8,10,1.909,OK
20260102_115905,strong,poisson3Db,16,1,0.970,OK
20260102_115905,strong,poisson3Db,16,2,0.980,OK
20260102_115905,strong,poisson3Db,16,3,1.003,OK
20260102_115905,strong,poisson3Db,16,4,0.969,OK
20260102_115905,strong,poisson3Db,16,5,0.988,OK
20260102_115905,strong,poisson3Db,16,6,1.002,OK
20260102_115905,strong,poisson3Db,16,7,1.041,OK
20260102_115905,strong,poisson3Db,16,8,0.949,OK
20260102_115905,strong,poisson3Db,16,9,1.061,OK
20260102_115905,strong,poisson3Db,16,10,0.997,OK
20260102_115905,strong,poisson3Db,32,1,0.514,OK
20260102_115905,strong,poisson3Db,32,2,0.545,OK
20260102_115905,strong,poisson3Db,32,3,0.507,OK
20260102_115905,strong,poisson3Db,32,4,0.493,OK
20260102_115905,strong,poisson3Db,32,5,0.503,OK
20260102_115905,strong,poisson3Db,32,6,0.724,OK
20260102_115905,strong,poisson3Db,32,7,1.076,OK
20260102_115905,strong,poisson3Db,32,8,0.489,OK
20260102_115905,strong,poisson3Db,32,9,0.511,OK
20260102_115905,strong,poisson3Db,32,10,0.498,OK
20260102_115905,strong,poisson3Db,64,1,0.299,OK
20260102_115905,strong,poisson3Db,64,2,0.331,OK
20260102_115905,strong,poisson3Db,64,3,0.270,OK
20260102_115905,strong,poisson3Db,64,4,0.415,OK
20260102_115905,strong,poisson3Db,64,5,0.290,OK
20260102_115905,strong,poisson3Db,64,6,0.303,OK
20260102_115905,strong,poisson3Db,64,7,0.270,OK
20260102_115905,strong,poisson3Db,64,8,0.661,OK
20260102_115905,strong,poisson3Db,64,9,0.268,OK
20260102_115905,strong,poisson3Db,64,10,0.280,OK
20260102_115905,strong,poisson3Db,128,1,0.180,OK
20260102_115905,strong,poisson3Db,128,2,0.171,OK
20260102_115905,strong,poisson3Db,128,3,0.265,OK
20260102_115905,strong,poisson3Db,128,4,0.372,OK
20260102_115905,strong,poisson3Db,128,5,1.178,OK
20260102_115905,strong,poisson3Db,128,6,0.288,OK
20260102_115905,strong,poisson3Db,128,7,0.387,OK
20260102_115905,strong,poisson3Db,128,8,0.283,OK
20260102_115905,strong,poisson3Db,128,9,0.186,OK
20260102_115905,strong,poisson3Db,128,10,0.176,OK
