timestamp,mode,case,np,run,time_ms,status
# JOBID=4902509.hpc-head-n1.unitn.it TOTAL_RANKS=128 MODE=strong RUNS=5 L=200 PLIST=1-2-4-8-16-32-64-128 MATRIX=mtx/kron_g500-logn21/kron_g500-logn21.mtx
20260102_101143,strong,kron_g500-logn21,1,1,903.655,OK
20260102_101143,strong,kron_g500-logn21,1,2,873.546,OK
20260102_101143,strong,kron_g500-logn21,1,3,955.983,OK
20260102_101143,strong,kron_g500-logn21,1,4,878.328,OK
20260102_101143,strong,kron_g500-logn21,1,5,880.968,OK
20260102_101143,strong,kron_g500-logn21,2,1,456.113,OK
20260102_101143,strong,kron_g500-logn21,2,2,449.769,OK
20260102_101143,strong,kron_g500-logn21,2,3,452.369,OK
20260102_101143,strong,kron_g500-logn21,2,4,464.659,OK
20260102_101143,strong,kron_g500-logn21,2,5,463.145,OK
20260102_101143,strong,kron_g500-logn21,4,1,285.724,OK
20260102_101143,strong,kron_g500-logn21,4,2,257.810,OK
20260102_101143,strong,kron_g500-logn21,4,3,302.157,OK
20260102_101143,strong,kron_g500-logn21,4,4,298.068,OK
20260102_101143,strong,kron_g500-logn21,4,5,261.390,OK
20260102_101143,strong,kron_g500-logn21,8,1,690.510,OK
20260102_101143,strong,kron_g500-logn21,8,2,759.792,OK
20260102_101143,strong,kron_g500-logn21,8,3,226.687,OK
20260102_101143,strong,kron_g500-logn21,8,4,178.220,OK
20260102_101143,strong,kron_g500-logn21,8,5,583.839,OK
20260102_101143,strong,kron_g500-logn21,16,1,303.672,OK
20260102_101143,strong,kron_g500-logn21,16,2,276.976,OK
20260102_101143,strong,kron_g500-logn21,16,3,100.986,OK
20260102_101143,strong,kron_g500-logn21,16,4,103.283,OK
20260102_101143,strong,kron_g500-logn21,16,5,179.681,OK
20260102_101143,strong,kron_g500-logn21,32,1,85.422,OK
20260102_101143,strong,kron_g500-logn21,32,2,89.821,OK
20260102_101143,strong,kron_g500-logn21,32,3,91.462,OK
20260102_101143,strong,kron_g500-logn21,32,4,102.275,OK
20260102_101143,strong,kron_g500-logn21,32,5,128.852,OK
20260102_101143,strong,kron_g500-logn21,64,1,78.196,OK
20260102_101143,strong,kron_g500-logn21,64,2,34.006,OK
20260102_101143,strong,kron_g500-logn21,64,3,78.821,OK
20260102_101143,strong,kron_g500-logn21,64,4,70.063,OK
20260102_101143,strong,kron_g500-logn21,64,5,79.063,OK
20260102_101143,strong,kron_g500-logn21,128,1,47.861,OK
20260102_101143,strong,kron_g500-logn21,128,2,54.174,OK
20260102_101143,strong,kron_g500-logn21,128,3,71.222,OK
20260102_101143,strong,kron_g500-logn21,128,4,57.619,OK
20260102_101143,strong,kron_g500-logn21,128,5,54.314,OK
