timestamp,mode,case,np,run,time_ms,status
# JOBID=4902685.hpc-head-n1.unitn.it TOTAL_RANKS=128 MODE=strong RUNS=10 L=200 PLIST=1-2-4-8-16-32-64-128 MATRIX=mtx/FEM_3D_thermal2/FEM_3D_thermal2.mtx
20260102_151707,strong,FEM_3D_thermal2,1,1,13.819,OK
20260102_151707,strong,FEM_3D_thermal2,1,2,13.875,OK
20260102_151707,strong,FEM_3D_thermal2,1,3,13.777,OK
20260102_151707,strong,FEM_3D_thermal2,1,4,13.820,OK
20260102_151707,strong,FEM_3D_thermal2,1,5,14.309,OK
20260102_151707,strong,FEM_3D_thermal2,1,6,13.830,OK
20260102_151707,strong,FEM_3D_thermal2,1,7,13.796,OK
20260102_151707,strong,FEM_3D_thermal2,1,8,13.805,OK
20260102_151707,strong,FEM_3D_thermal2,1,9,14.700,OK
20260102_151707,strong,FEM_3D_thermal2,1,10,13.784,OK
20260102_151707,strong,FEM_3D_thermal2,2,1,6.971,OK
20260102_151707,strong,FEM_3D_thermal2,2,2,7.166,OK
20260102_151707,strong,FEM_3D_thermal2,2,3,7.617,OK
20260102_151707,strong,FEM_3D_thermal2,2,4,6.957,OK
20260102_151707,strong,FEM_3D_thermal2,2,5,6.948,OK
20260102_151707,strong,FEM_3D_thermal2,2,6,7.084,OK
20260102_151707,strong,FEM_3D_thermal2,2,7,7.013,OK
20260102_151707,strong,FEM_3D_thermal2,2,8,7.007,OK
20260102_151707,strong,FEM_3D_thermal2,2,9,6.999,OK
20260102_151707,strong,FEM_3D_thermal2,2,10,6.935,OK
20260102_151707,strong,FEM_3D_thermal2,4,1,3.468,OK
20260102_151707,strong,FEM_3D_thermal2,4,2,3.489,OK
20260102_151707,strong,FEM_3D_thermal2,4,3,3.843,OK
20260102_151707,strong,FEM_3D_thermal2,4,4,3.539,OK
20260102_151707,strong,FEM_3D_thermal2,4,5,3.595,OK
20260102_151707,strong,FEM_3D_thermal2,4,6,3.537,OK
20260102_151707,strong,FEM_3D_thermal2,4,7,3.470,OK
20260102_151707,strong,FEM_3D_thermal2,4,8,3.453,OK
20260102_151707,strong,FEM_3D_thermal2,4,9,3.473,OK
20260102_151707,strong,FEM_3D_thermal2,4,10,3.469,OK
20260102_151707,strong,FEM_3D_thermal2,8,1,2.204,OK
20260102_151707,strong,FEM_3D_thermal2,8,2,2.082,OK
20260102_151707,strong,FEM_3D_thermal2,8,3,2.109,OK
20260102_151707,strong,FEM_3D_thermal2,8,4,2.183,OK
20260102_151707,strong,FEM_3D_thermal2,8,5,2.373,OK
20260102_151707,strong,FEM_3D_thermal2,8,6,2.239,OK
20260102_151707,strong,FEM_3D_thermal2,8,7,2.421,OK
20260102_151707,strong,FEM_3D_thermal2,8,8,2.413,OK
20260102_151707,strong,FEM_3D_thermal2,8,9,2.080,OK
20260102_151707,strong,FEM_3D_thermal2,8,10,2.465,OK
20260102_151707,strong,FEM_3D_thermal2,16,1,1.188,OK
20260102_151707,strong,FEM_3D_thermal2,16,2,1.156,OK
20260102_151707,strong,FEM_3D_thermal2,16,3,1.154,OK
20260102_151707,strong,FEM_3D_thermal2,16,4,1.092,OK
20260102_151707,strong,FEM_3D_thermal2,16,5,1.184,OK
20260102_151707,strong,FEM_3D_thermal2,16,6,1.173,OK
20260102_151707,strong,FEM_3D_thermal2,16,7,1.167,OK
20260102_151707,strong,FEM_3D_thermal2,16,8,1.143,OK
20260102_151707,strong,FEM_3D_thermal2,16,9,1.183,OK
20260102_151707,strong,FEM_3D_thermal2,16,10,1.167,OK
20260102_151707,strong,FEM_3D_thermal2,32,1,0.585,OK
20260102_151707,strong,FEM_3D_thermal2,32,2,0.584,OK
20260102_151707,strong,FEM_3D_thermal2,32,3,0.611,OK
20260102_151707,strong,FEM_3D_thermal2,32,4,0.601,OK
20260102_151707,strong,FEM_3D_thermal2,32,5,0.575,OK
20260102_151707,strong,FEM_3D_thermal2,32,6,0.579,OK
20260102_151707,strong,FEM_3D_thermal2,32,7,0.604,OK
20260102_151707,strong,FEM_3D_thermal2,32,8,0.587,OK
20260102_151707,strong,FEM_3D_thermal2,32,9,0.585,OK
20260102_151707,strong,FEM_3D_thermal2,32,10,0.601,OK
20260102_151707,strong,FEM_3D_thermal2,64,1,0.330,OK
20260102_151707,strong,FEM_3D_thermal2,64,2,0.332,OK
20260102_151707,strong,FEM_3D_thermal2,64,3,0.324,OK
20260102_151707,strong,FEM_3D_thermal2,64,4,0.340,OK
20260102_151707,strong,FEM_3D_thermal2,64,5,0.323,OK
20260102_151707,strong,FEM_3D_thermal2,64,6,0.324,OK
20260102_151707,strong,FEM_3D_thermal2,64,7,0.320,OK
20260102_151707,strong,FEM_3D_thermal2,64,8,0.319,OK
20260102_151707,strong,FEM_3D_thermal2,64,9,0.329,OK
20260102_151707,strong,FEM_3D_thermal2,64,10,0.391,OK
20260102_151707,strong,FEM_3D_thermal2,128,1,1.392,OK
20260102_151707,strong,FEM_3D_thermal2,128,2,0.395,OK
20260102_151707,strong,FEM_3D_thermal2,128,3,0.412,OK
20260102_151707,strong,FEM_3D_thermal2,128,4,0.338,OK
20260102_151707,strong,FEM_3D_thermal2,128,5,0.322,OK
20260102_151707,strong,FEM_3D_thermal2,128,6,0.993,OK
20260102_151707,strong,FEM_3D_thermal2,128,7,1.272,OK
20260102_151707,strong,FEM_3D_thermal2,128,8,0.299,OK
20260102_151707,strong,FEM_3D_thermal2,128,9,0.481,OK
20260102_151707,strong,FEM_3D_thermal2,128,10,2.483,OK
